"id","tournament_title","tournament_link","tournament_year","tournament_start_date","last_update"
44,Atlanta,/en/scores/archive/atlanta/6116/2019/draws?matchtype=singles,2019,2019-07-22 00:00:00,2020-09-29 11:07:54
53,St. Petersburg,/en/scores/archive/st-petersburg/568/2019/draws?matchtype=singles,2019,2019-09-15 00:00:00,2020-09-29 11:08:17
66,ATP Masters 1000 Paris,/en/scores/archive/paris/352/2019/draws?matchtype=singles,2019,2019-10-28 00:00:00,2020-09-29 11:11:31
69,Brisbane,/en/scores/archive/brisbane/339/2018/draws?matchtype=singles,2018,2017-12-31 00:00:00,2020-09-29 11:11:34
208,Doha,/en/scores/archive/doha/451/2020/draws?matchtype=singles,2020,2020-01-06 00:00:00,2020-09-29 11:19:32
209,Adelaide,/en/scores/archive/adelaide/8998/2020/draws?matchtype=singles,2020,2020-01-12 00:00:00,2020-09-29 11:19:34
210,Auckland,/en/scores/archive/auckland/301/2020/draws?matchtype=singles,2020,2020-01-13 00:00:00,2020-09-29 11:19:36
211,Australian Open,/en/scores/archive/australian-open/580/2020/draws?matchtype=singles,2020,2020-01-20 00:00:00,2020-09-29 11:19:41
212,Cordoba,/en/scores/archive/cordoba/9158/2020/draws?matchtype=singles,2020,2020-02-03 00:00:00,2020-09-29 11:19:43
213,Pune,/en/scores/archive/pune/891/2020/draws?matchtype=singles,2020,2020-02-03 00:00:00,2020-09-29 11:19:45
215,Rotterdam,/en/scores/archive/rotterdam/407/2020/draws?matchtype=singles,2020,2020-02-10 00:00:00,2020-09-29 11:19:49
216,New York,/en/scores/archive/new-york/424/2020/draws?matchtype=singles,2020,2020-02-10 00:00:00,2020-09-29 11:19:51
217,Buenos Aires,/en/scores/archive/buenos-aires/506/2020/draws?matchtype=singles,2020,2020-02-10 00:00:00,2020-09-29 11:19:53
218,Rio de Janeiro,/en/scores/archive/rio-de-janeiro/6932/2020/draws?matchtype=singles,2020,2020-02-17 00:00:00,2020-09-29 11:19:55
219,Marseille,/en/scores/archive/marseille/496/2020/draws?matchtype=singles,2020,2020-02-17 00:00:00,2020-09-29 11:19:56
220,Delray Beach,/en/scores/archive/delray-beach/499/2020/draws?matchtype=singles,2020,2020-02-17 00:00:00,2020-09-29 11:19:59
221,Dubai,/en/scores/archive/dubai/495/2020/draws?matchtype=singles,2020,2020-02-24 00:00:00,2020-09-29 11:20:00
222,Acapulco,/en/scores/archive/acapulco/807/2020/draws?matchtype=singles,2020,2020-02-24 00:00:00,2020-09-29 11:20:02
223,Santiago,/en/scores/archive/santiago/8996/2020/draws?matchtype=singles,2020,2020-02-24 00:00:00,2020-09-29 11:20:04
253,US Open,/en/scores/archive/us-open/560/2020/draws?matchtype=singles,2020,2020-08-31 00:00:00,2020-09-29 11:20:31
254,Kitzbuhel,/en/scores/archive/kitzbuhel/319/2020/draws?matchtype=singles,2020,2020-09-08 00:00:00,2020-09-29 11:20:33
256,ATP Masters 1000 Rome,/en/scores/archive/rome/416/2020/draws?matchtype=singles,2020,2020-09-14 00:00:00,2020-10-04 23:38:46
261,Chengdu,/en/scores/archive/chengdu/7581/2019/draws?matchtype=singles,2020,2020-09-28 00:00:00,2020-10-15 01:30:00
262,Zhuhai,/en/scores/archive/zhuhai/9164/2019/draws?matchtype=singles,2020,2020-09-28 00:00:00,2020-10-15 01:29:57
260,Roland Garros,/en/scores/current/roland-garros/520/draws?matchtype=singles,2020,2020-09-27 00:00:00,2020-10-13 14:13:09
72,Sydney,/en/scores/archive/sydney/338/2018/draws?matchtype=singles,2018,2018-01-07 00:00:00,2020-09-29 11:11:40
81,Rio de Janeiro,/en/scores/archive/rio-de-janeiro/6932/2018/draws?matchtype=singles,2018,2018-02-19 00:00:00,2020-09-29 11:12:00
91,ATP Masters 1000 Monte Carlo,/en/scores/archive/monte-carlo/410/2018/draws?matchtype=singles,2018,2018-04-15 00:00:00,2020-09-29 11:12:25
105,London / Queens Club,/en/scores/archive/london/311/2018/draws?matchtype=singles,2018,2018-06-18 00:00:00,2020-09-29 11:12:56
116,Los Cabos,/en/scores/archive/los-cabos/7480/2018/draws?matchtype=singles,2018,2018-07-30 00:00:00,2020-09-29 11:13:21
129,ATP Masters 1000 Shanghai,/en/scores/archive/shanghai/5014/2018/draws?matchtype=singles,2018,2018-10-07 00:00:00,2020-09-29 11:16:25
137,Nitto ATP Finals,/en/scores/archive/nitto-atp-finals/605/2018/draws?matchtype=singles,2018,2018-11-11 00:00:00,2020-09-29 11:16:50
140,Chennai,/en/scores/archive/chennai/891/2017/draws?matchtype=singles,2017,2017-01-02 00:00:00,2020-09-29 11:16:56
150,Rio de Janeiro,/en/scores/archive/rio-de-janeiro/6932/2017/draws?matchtype=singles,2017,2017-02-20 00:00:00,2020-09-29 11:17:19
160,ATP Masters 1000 Monte Carlo,/en/scores/archive/monte-carlo/410/2017/draws?matchtype=singles,2017,2017-04-16 00:00:00,2020-09-29 11:17:46
174,London / Queens Club,/en/scores/archive/london/311/2017/draws?matchtype=singles,2017,2017-06-19 00:00:00,2020-09-29 11:18:19
185,Los Cabos,/en/scores/archive/los-cabos/7480/2017/draws?matchtype=singles,2017,2017-07-31 00:00:00,2020-09-29 11:18:44
198,ATP Masters 1000 Shanghai,/en/scores/archive/shanghai/5014/2017/draws?matchtype=singles,2017,2017-10-08 00:00:00,2020-09-29 11:19:15
205,Next Gen ATP Finals,/en/scores/archive/next-gen-atp-finals/7696/2017/draws?matchtype=singles,2017,2017-11-07 00:00:00,2020-09-29 11:19:29
214,Montpellier,/en/scores/archive/montpellier/375/2020/draws?matchtype=singles,2020,2020-02-03 00:00:00,2020-09-29 11:19:47
251,ATP Masters 1000 Cincinnati,/en/scores/archive/new-york/422/2020/draws?matchtype=singles,2020,2020-08-22 00:00:00,2020-09-29 11:20:25
275,Memphis,/en/scores/archive/memphis/402/2010/draws?matchtype=singles,2010,2010-02-15 00:00:00,
292,World Team Cup,/en/scores/archive/dusseldorf/615/2010/draws?matchtype=singles,2010,2010-05-16 00:00:00,
264,Doha,/en/scores/archive/doha/451/2010/draws?matchtype=singles,2010,2010-01-04 00:00:00,2020-09-29 11:22:32
265,Chennai,/en/scores/archive/chennai/891/2010/draws?matchtype=singles,2010,2010-01-04 00:00:00,2020-09-29 11:22:34
266,Sydney,/en/scores/archive/sydney/338/2010/draws?matchtype=singles,2010,2010-01-11 00:00:00,2020-09-29 11:22:36
267,Auckland,/en/scores/archive/auckland/301/2010/draws?matchtype=singles,2010,2010-01-11 00:00:00,2020-09-29 11:22:38
269,Johannesburg,/en/scores/archive/johannesburg/5012/2010/draws?matchtype=singles,2010,2010-02-01 00:00:00,2020-09-29 11:22:46
270,Santiago,/en/scores/archive/santiago/505/2010/draws?matchtype=singles,2010,2010-02-01 00:00:00,2020-09-29 11:22:48
271,Zagreb,/en/scores/archive/zagreb/2276/2010/draws?matchtype=singles,2010,2010-02-01 00:00:00,2020-09-29 11:22:51
272,Rotterdam,/en/scores/archive/rotterdam/407/2010/draws?matchtype=singles,2010,2010-02-08 00:00:00,2020-09-29 11:22:53
273,San Jose,/en/scores/archive/san-jose/424/2010/draws?matchtype=singles,2010,2010-02-08 00:00:00,2020-09-29 11:22:55
274,Costa do Sauipe,/en/scores/archive/costa-do-sauipe/533/2010/draws?matchtype=singles,2010,2010-02-08 00:00:00,2020-09-29 11:22:57
276,Marseille,/en/scores/archive/marseille/496/2010/draws?matchtype=singles,2010,2010-02-15 00:00:00,2020-09-29 11:23:02
277,Buenos Aires,/en/scores/archive/buenos-aires/506/2010/draws?matchtype=singles,2010,2010-02-15 00:00:00,2020-09-29 11:23:04
278,Dubai,/en/scores/archive/dubai/495/2010/draws?matchtype=singles,2010,2010-02-22 00:00:00,2020-09-29 11:23:06
279,Acapulco,/en/scores/archive/acapulco/807/2010/draws?matchtype=singles,2010,2010-02-22 00:00:00,2020-09-29 11:23:08
280,Delray Beach,/en/scores/archive/delray-beach/499/2010/draws?matchtype=singles,2010,2010-02-22 00:00:00,2020-09-29 11:23:10
282,ATP Masters 1000 Miami,/en/scores/archive/miami/403/2010/draws?matchtype=singles,2010,2010-03-24 00:00:00,2020-09-29 11:23:20
283,Houston,/en/scores/archive/houston/717/2010/draws?matchtype=singles,2010,2010-04-05 00:00:00,2020-09-29 11:23:22
284,Casablanca,/en/scores/archive/casablanca/360/2010/draws?matchtype=singles,2010,2010-04-05 00:00:00,2020-09-29 11:23:24
285,ATP Masters 1000 Monte Carlo,/en/scores/archive/monte-carlo/410/2010/draws?matchtype=singles,2010,2010-04-11 00:00:00,2020-09-29 11:23:27
286,Barcelona,/en/scores/archive/barcelona/425/2010/draws?matchtype=singles,2010,2010-04-19 00:00:00,2020-09-29 11:23:30
287,ATP Masters 1000 Rome,/en/scores/archive/rome/416/2010/draws?matchtype=singles,2010,2010-04-25 00:00:00,2020-09-29 11:23:33
288,Munich,/en/scores/archive/munich/308/2010/draws?matchtype=singles,2010,2010-05-02 00:00:00,2020-09-29 11:23:36
289,Estoril,/en/scores/archive/estoril/468/2010/draws?matchtype=singles,2010,2010-05-03 00:00:00,2020-09-29 11:23:38
290,Belgrade,/en/scores/archive/belgrade/5053/2010/draws?matchtype=singles,2010,2010-05-03 00:00:00,2020-09-29 11:23:40
291,ATP Masters 1000 Madrid,/en/scores/archive/madrid/1536/2010/draws?matchtype=singles,2010,2010-05-09 00:00:00,2020-09-29 11:23:43
293,Nice,/en/scores/archive/nice/6120/2010/draws?matchtype=singles,2010,2010-05-16 00:00:00,2020-09-29 11:23:46
295,Halle,/en/scores/archive/halle/500/2010/draws?matchtype=singles,2010,2010-06-07 00:00:00,2020-09-29 11:23:53
296,London / Queens Club,/en/scores/archive/london/311/2010/draws?matchtype=singles,2010,2010-06-07 00:00:00,2020-09-29 11:23:56
297,Eastbourne,/en/scores/archive/eastbourne/741/2010/draws?matchtype=singles,2010,2010-06-13 00:00:00,2020-09-29 11:23:58
298,s-Hertogenbosch,/en/scores/archive/s-hertogenbosch/440/2010/draws?matchtype=singles,2010,2010-06-13 00:00:00,2020-09-29 11:24:00
299,Wimbledon,/en/scores/archive/wimbledon/540/2010/draws?matchtype=singles,2010,2010-06-21 00:00:00,2020-09-29 11:24:05
300,Newport,/en/scores/archive/newport/315/2010/draws?matchtype=singles,2010,2010-07-05 00:00:00,2020-09-29 11:24:07
301,Bastad,/en/scores/archive/bastad/316/2010/draws?matchtype=singles,2010,2010-07-12 00:00:00,2020-09-29 11:24:09
302,Stuttgart,/en/scores/archive/stuttgart/321/2010/draws?matchtype=singles,2010,2010-07-12 00:00:00,2020-09-29 11:24:11
303,Hamburg,/en/scores/archive/hamburg/414/2010/draws?matchtype=singles,2010,2010-07-19 00:00:00,2020-09-29 11:24:14
304,Atlanta,/en/scores/archive/atlanta/6116/2010/draws?matchtype=singles,2010,2010-07-19 00:00:00,2020-09-29 11:24:16
305,Gstaad,/en/scores/archive/gstaad/314/2010/draws?matchtype=singles,2010,2010-07-25 00:00:00,2020-09-29 11:24:18
307,Umag,/en/scores/archive/umag/439/2010/draws?matchtype=singles,2010,2010-07-26 00:00:00,2020-09-29 11:24:22
308,Washington,/en/scores/archive/washington/418/2010/draws?matchtype=singles,2010,2010-08-01 00:00:00,2020-09-29 11:24:25
309,ATP Masters 1000 Canada,/en/scores/archive/toronto/421/2010/draws?matchtype=singles,2010,2010-08-09 00:00:00,2020-09-29 11:24:28
310,ATP Masters 1000 Cincinnati,/en/scores/archive/cincinnati/422/2010/draws?matchtype=singles,2010,2010-08-15 00:00:00,2020-09-29 11:24:31
311,New Haven,/en/scores/archive/new-haven/3348/2010/draws?matchtype=singles,2010,2010-08-22 00:00:00,2020-09-29 11:24:34
341,Memphis,/en/scores/archive/memphis/402/2011/draws?matchtype=singles,2011,2011-02-14 00:00:00,
358,World Team Cup,/en/scores/archive/dusseldorf/615/2011/draws?matchtype=singles,2011,2011-05-15 00:00:00,
314,Bucharest,/en/scores/archive/bucharest/773/2010/draws?matchtype=singles,2010,2010-09-20 00:00:00,2020-09-29 11:24:43
315,Kuala Lumpur,/en/scores/archive/kuala-lumpur/6003/2010/draws?matchtype=singles,2010,2010-09-27 00:00:00,2020-09-29 11:24:45
316,Bangkok,/en/scores/archive/bangkok/1720/2010/draws?matchtype=singles,2010,2010-09-27 00:00:00,2020-09-29 11:24:48
317,Beijing,/en/scores/archive/beijing/747/2010/draws?matchtype=singles,2010,2010-10-04 00:00:00,2020-09-29 11:24:50
318,Tokyo,/en/scores/archive/tokyo/329/2010/draws?matchtype=singles,2010,2010-10-04 00:00:00,2020-09-29 11:24:52
319,ATP Masters 1000 Shanghai,/en/scores/archive/shanghai/5014/2010/draws?matchtype=singles,2010,2010-10-10 00:00:00,2020-09-29 11:24:55
320,Moscow,/en/scores/archive/moscow/438/2010/draws?matchtype=singles,2010,2010-10-18 00:00:00,2020-09-29 11:24:57
321,Stockholm,/en/scores/archive/stockholm/429/2010/draws?matchtype=singles,2010,2010-10-18 00:00:00,2020-09-29 11:24:59
323,Montpellier,/en/scores/archive/montpellier/375/2010/draws?matchtype=singles,2010,2010-10-25 00:00:00,2020-09-29 11:25:03
324,Vienna,/en/scores/archive/vienna/337/2010/draws?matchtype=singles,2010,2010-10-25 00:00:00,2020-09-29 11:25:05
325,Valencia,/en/scores/archive/valencia/573/2010/draws?matchtype=singles,2010,2010-10-31 00:00:00,2020-09-29 11:25:07
326,Basel,/en/scores/archive/basel/328/2010/draws?matchtype=singles,2010,2010-11-01 00:00:00,2020-09-29 11:25:09
327,ATP Masters 1000 Paris,/en/scores/archive/paris/352/2010/draws?matchtype=singles,2010,2010-11-07 00:00:00,2020-09-29 11:25:12
328,ATP Finals,/en/scores/archive/atp-finals/605/2010/draws?matchtype=singles,2010,2010-11-21 00:00:00,2020-09-29 11:25:13
329,Brisbane,/en/scores/archive/brisbane/339/2011/draws?matchtype=singles,2011,2011-01-02 00:00:00,2020-09-29 11:25:15
330,Doha,/en/scores/archive/doha/451/2011/draws?matchtype=singles,2011,2011-01-03 00:00:00,2020-09-29 11:25:17
331,Chennai,/en/scores/archive/chennai/891/2011/draws?matchtype=singles,2011,2011-01-03 00:00:00,2020-09-29 11:25:19
332,Sydney,/en/scores/archive/sydney/338/2011/draws?matchtype=singles,2011,2011-01-10 00:00:00,2020-09-29 11:25:20
333,Auckland,/en/scores/archive/auckland/301/2011/draws?matchtype=singles,2011,2011-01-10 00:00:00,2020-09-29 11:25:22
335,Johannesburg,/en/scores/archive/johannesburg/5012/2011/draws?matchtype=singles,2011,2011-01-31 00:00:00,2020-09-29 11:25:30
336,Santiago,/en/scores/archive/santiago/505/2011/draws?matchtype=singles,2011,2011-01-31 00:00:00,2020-09-29 11:25:32
337,Zagreb,/en/scores/archive/zagreb/2276/2011/draws?matchtype=singles,2011,2011-01-31 00:00:00,2020-09-29 11:25:34
338,Rotterdam,/en/scores/archive/rotterdam/407/2011/draws?matchtype=singles,2011,2011-02-07 00:00:00,2020-09-29 11:25:35
339,San Jose,/en/scores/archive/san-jose/424/2011/draws?matchtype=singles,2011,2011-02-07 00:00:00,2020-09-29 11:25:37
340,Costa do Sauipe,/en/scores/archive/costa-do-sauipe/533/2011/draws?matchtype=singles,2011,2011-02-07 00:00:00,2020-09-29 11:25:39
342,Marseille,/en/scores/archive/marseille/496/2011/draws?matchtype=singles,2011,2011-02-14 00:00:00,2020-09-29 11:25:44
343,Buenos Aires,/en/scores/archive/buenos-aires/506/2011/draws?matchtype=singles,2011,2011-02-14 00:00:00,2020-09-29 11:25:46
344,Dubai,/en/scores/archive/dubai/495/2011/draws?matchtype=singles,2011,2011-02-21 00:00:00,2020-09-29 11:25:48
345,Acapulco,/en/scores/archive/acapulco/807/2011/draws?matchtype=singles,2011,2011-02-21 00:00:00,2020-09-29 11:25:50
347,ATP Masters 1000 Indian Wells,/en/scores/archive/indian-wells/404/2011/draws?matchtype=singles,2011,2011-03-10 00:00:00,2020-09-29 11:25:57
348,ATP Masters 1000 Miami,/en/scores/archive/miami/403/2011/draws?matchtype=singles,2011,2011-03-23 00:00:00,2020-09-29 11:26:02
349,Houston,/en/scores/archive/houston/717/2011/draws?matchtype=singles,2011,2011-04-04 00:00:00,2020-09-29 11:26:04
350,Casablanca,/en/scores/archive/casablanca/360/2011/draws?matchtype=singles,2011,2011-04-04 00:00:00,2020-09-29 11:26:06
351,ATP Masters 1000 Monte Carlo,/en/scores/archive/monte-carlo/410/2011/draws?matchtype=singles,2011,2011-04-10 00:00:00,2020-09-29 11:26:09
352,Barcelona,/en/scores/archive/barcelona/425/2011/draws?matchtype=singles,2011,2011-04-18 00:00:00,2020-09-29 11:26:12
353,Munich,/en/scores/archive/munich/308/2011/draws?matchtype=singles,2011,2011-04-24 00:00:00,2020-09-29 11:26:14
354,Estoril,/en/scores/archive/estoril/468/2011/draws?matchtype=singles,2011,2011-04-25 00:00:00,2020-09-29 11:26:16
355,Belgrade,/en/scores/archive/belgrade/5053/2011/draws?matchtype=singles,2011,2011-04-25 00:00:00,2020-09-29 11:26:18
357,ATP Masters 1000 Rome,/en/scores/archive/rome/416/2011/draws?matchtype=singles,2011,2011-05-08 00:00:00,2020-09-29 11:26:24
359,Nice,/en/scores/archive/nice/6120/2011/draws?matchtype=singles,2011,2011-05-15 00:00:00,2020-09-29 11:26:26
360,Roland Garros,/en/scores/archive/roland-garros/520/2011/draws?matchtype=singles,2011,2011-05-22 00:00:00,2020-09-29 11:26:31
361,Halle,/en/scores/archive/halle/500/2011/draws?matchtype=singles,2011,2011-06-06 00:00:00,2020-09-29 11:26:33
362,London / Queens Club,/en/scores/archive/london/311/2011/draws?matchtype=singles,2011,2011-06-06 00:00:00,2020-09-29 11:26:36
363,Eastbourne,/en/scores/archive/eastbourne/741/2011/draws?matchtype=singles,2011,2011-06-12 00:00:00,2020-09-29 11:26:38
364,s-Hertogenbosch,/en/scores/archive/s-hertogenbosch/440/2011/draws?matchtype=singles,2011,2011-06-12 00:00:00,2020-09-29 11:26:40
365,Wimbledon,/en/scores/archive/wimbledon/540/2011/draws?matchtype=singles,2011,2011-06-20 00:00:00,2020-09-29 11:26:45
366,Newport,/en/scores/archive/newport/315/2011/draws?matchtype=singles,2011,2011-07-04 00:00:00,2020-09-29 11:26:47
367,Bastad,/en/scores/archive/bastad/316/2011/draws?matchtype=singles,2011,2011-07-11 00:00:00,2020-09-29 11:26:49
368,Stuttgart,/en/scores/archive/stuttgart/321/2011/draws?matchtype=singles,2011,2011-07-11 00:00:00,2020-09-29 11:26:51
369,Hamburg,/en/scores/archive/hamburg/414/2011/draws?matchtype=singles,2011,2011-07-18 00:00:00,2020-09-29 11:26:53
371,Los Angeles,/en/scores/archive/los-angeles/423/2011/draws?matchtype=singles,2011,2011-07-25 00:00:00,2020-09-29 11:26:57
372,Gstaad,/en/scores/archive/gstaad/314/2011/draws?matchtype=singles,2011,2011-07-25 00:00:00,2020-09-29 11:26:59
373,Umag,/en/scores/archive/umag/439/2011/draws?matchtype=singles,2011,2011-07-25 00:00:00,2020-09-29 11:27:01
374,Washington,/en/scores/archive/washington/418/2011/draws?matchtype=singles,2011,2011-07-31 00:00:00,2020-09-29 11:27:04
375,Kitzbuhel,/en/scores/archive/kitzbuhel/319/2011/draws?matchtype=singles,2011,2011-07-31 00:00:00,2020-09-29 11:27:07
376,ATP Masters 1000 Canada,/en/scores/archive/montreal/421/2011/draws?matchtype=singles,2011,2011-08-08 00:00:00,2020-09-29 11:27:10
377,ATP Masters 1000 Cincinnati,/en/scores/archive/cincinnati/422/2011/draws?matchtype=singles,2011,2011-08-14 00:00:00,2020-09-29 11:27:13
378,Winston-Salem,/en/scores/archive/winston-salem/6242/2011/draws?matchtype=singles,2011,2011-08-21 00:00:00,2020-09-29 11:27:16
379,US Open,/en/scores/archive/us-open/560/2011/draws?matchtype=singles,2011,2011-08-29 00:00:00,2020-09-29 11:27:22
394,ATP Finals,/en/scores/archive/atp-finals/605/2011/draws?matchtype=singles,2011,2011-11-20 00:00:00,
407,Memphis,/en/scores/archive/memphis/402/2012/draws?matchtype=singles,2012,2012-02-20 00:00:00,
425,World Team Cup,/en/scores/archive/dusseldorf/615/2012/draws?matchtype=singles,2012,2012-05-20 00:00:00,
382,Kuala Lumpur,/en/scores/archive/kuala-lumpur/6003/2011/draws?matchtype=singles,2011,2011-09-26 00:00:00,2020-09-29 11:27:28
383,Bangkok,/en/scores/archive/bangkok/1720/2011/draws?matchtype=singles,2011,2011-09-26 00:00:00,2020-09-29 11:27:30
384,Beijing,/en/scores/archive/beijing/747/2011/draws?matchtype=singles,2011,2011-10-03 00:00:00,2020-09-29 11:27:32
385,Tokyo,/en/scores/archive/tokyo/329/2011/draws?matchtype=singles,2011,2011-10-03 00:00:00,2020-09-29 11:27:34
386,ATP Masters 1000 Shanghai,/en/scores/archive/shanghai/5014/2011/draws?matchtype=singles,2011,2011-10-09 00:00:00,2020-09-29 11:27:37
387,Moscow,/en/scores/archive/moscow/438/2011/draws?matchtype=singles,2011,2011-10-17 00:00:00,2020-09-29 11:27:39
388,Stockholm,/en/scores/archive/stockholm/429/2011/draws?matchtype=singles,2011,2011-10-17 00:00:00,2020-09-29 11:27:41
389,St. Petersburg,/en/scores/archive/st-petersburg/568/2011/draws?matchtype=singles,2011,2011-10-24 00:00:00,2020-09-29 11:27:43
390,Vienna,/en/scores/archive/vienna/337/2011/draws?matchtype=singles,2011,2011-10-24 00:00:00,2020-09-29 11:27:45
392,Basel,/en/scores/archive/basel/328/2011/draws?matchtype=singles,2011,2011-10-31 00:00:00,2020-09-29 11:27:49
393,ATP Masters 1000 Paris,/en/scores/archive/paris/352/2011/draws?matchtype=singles,2011,2011-11-07 00:00:00,2020-09-29 11:27:52
395,Brisbane,/en/scores/archive/brisbane/339/2012/draws?matchtype=singles,2012,2012-01-01 00:00:00,2020-09-29 11:27:55
396,Doha,/en/scores/archive/doha/451/2012/draws?matchtype=singles,2012,2012-01-02 00:00:00,2020-09-29 11:27:57
397,Chennai,/en/scores/archive/chennai/891/2012/draws?matchtype=singles,2012,2012-01-02 00:00:00,2020-09-29 11:27:59
398,Sydney,/en/scores/archive/sydney/338/2012/draws?matchtype=singles,2012,2012-01-09 00:00:00,2020-09-29 11:28:01
399,Auckland,/en/scores/archive/auckland/301/2012/draws?matchtype=singles,2012,2012-01-09 00:00:00,2020-09-29 11:28:03
400,Australian Open,/en/scores/archive/australian-open/580/2012/draws?matchtype=singles,2012,2012-01-16 00:00:00,2020-09-29 11:28:09
401,Montpellier,/en/scores/archive/montpellier/375/2012/draws?matchtype=singles,2012,2012-01-30 00:00:00,2020-09-29 11:28:11
403,Zagreb,/en/scores/archive/zagreb/2276/2012/draws?matchtype=singles,2012,2012-01-30 00:00:00,2020-09-29 11:28:15
404,Rotterdam,/en/scores/archive/rotterdam/407/2012/draws?matchtype=singles,2012,2012-02-13 00:00:00,2020-09-29 11:28:17
405,San Jose,/en/scores/archive/san-jose/424/2012/draws?matchtype=singles,2012,2012-02-13 00:00:00,2020-09-29 11:28:19
406,Sao Paulo,/en/scores/archive/sao-paulo/533/2012/draws?matchtype=singles,2012,2012-02-13 00:00:00,2020-09-29 11:28:21
408,Marseille,/en/scores/archive/marseille/496/2012/draws?matchtype=singles,2012,2012-02-20 00:00:00,2020-09-29 11:28:26
409,Buenos Aires,/en/scores/archive/buenos-aires/506/2012/draws?matchtype=singles,2012,2012-02-20 00:00:00,2020-09-29 11:28:28
410,Dubai,/en/scores/archive/dubai/495/2012/draws?matchtype=singles,2012,2012-02-27 00:00:00,2020-09-29 11:28:30
411,Acapulco,/en/scores/archive/acapulco/807/2012/draws?matchtype=singles,2012,2012-02-27 00:00:00,2020-09-29 11:28:32
412,Delray Beach,/en/scores/archive/delray-beach/499/2012/draws?matchtype=singles,2012,2012-02-27 00:00:00,2020-09-29 11:28:34
414,ATP Masters 1000 Miami,/en/scores/archive/miami/403/2012/draws?matchtype=singles,2012,2012-03-21 00:00:00,2020-09-29 11:28:45
415,Houston,/en/scores/archive/houston/717/2012/draws?matchtype=singles,2012,2012-04-09 00:00:00,2020-09-29 11:28:47
416,Casablanca,/en/scores/archive/casablanca/360/2012/draws?matchtype=singles,2012,2012-04-09 00:00:00,2020-09-29 11:28:49
417,ATP Masters 1000 Monte Carlo,/en/scores/archive/monte-carlo/410/2012/draws?matchtype=singles,2012,2012-04-15 00:00:00,2020-09-29 11:28:52
418,Barcelona,/en/scores/archive/barcelona/425/2012/draws?matchtype=singles,2012,2012-04-23 00:00:00,2020-09-29 11:28:55
419,Bucharest,/en/scores/archive/bucharest/773/2012/draws?matchtype=singles,2012,2012-04-23 00:00:00,2020-09-29 11:28:57
420,Estoril,/en/scores/archive/estoril/468/2012/draws?matchtype=singles,2012,2012-04-30 00:00:00,2020-09-29 11:29:00
421,Munich,/en/scores/archive/munich/308/2012/draws?matchtype=singles,2012,2012-04-30 00:00:00,2020-09-29 11:29:02
422,Belgrade,/en/scores/archive/belgrade/5053/2012/draws?matchtype=singles,2012,2012-04-30 00:00:00,2020-09-29 11:29:04
423,ATP Masters 1000 Madrid,/en/scores/archive/madrid/1536/2012/draws?matchtype=singles,2012,2012-05-06 00:00:00,2020-09-29 11:29:07
424,ATP Masters 1000 Rome,/en/scores/archive/rome/416/2012/draws?matchtype=singles,2012,2012-05-13 00:00:00,2020-09-29 11:29:10
426,Nice,/en/scores/archive/nice/6120/2012/draws?matchtype=singles,2012,2012-05-20 00:00:00,2020-09-29 11:29:13
428,Halle,/en/scores/archive/halle/500/2012/draws?matchtype=singles,2012,2012-06-11 00:00:00,2020-09-29 11:29:20
429,London / Queens Club,/en/scores/archive/london/311/2012/draws?matchtype=singles,2012,2012-06-11 00:00:00,2020-09-29 11:29:23
430,s-Hertogenbosch,/en/scores/archive/s-hertogenbosch/440/2012/draws?matchtype=singles,2012,2012-06-17 00:00:00,2020-09-29 11:29:25
431,Eastbourne,/en/scores/archive/eastbourne/741/2012/draws?matchtype=singles,2012,2012-06-18 00:00:00,2020-09-29 11:29:27
432,Wimbledon,/en/scores/archive/wimbledon/540/2012/draws?matchtype=singles,2012,2012-06-25 00:00:00,2020-09-29 11:29:32
433,Newport,/en/scores/archive/newport/315/2012/draws?matchtype=singles,2012,2012-07-09 00:00:00,2020-09-29 11:29:34
434,Bastad,/en/scores/archive/bstad/316/2012/draws?matchtype=singles,2012,2012-07-09 00:00:00,2020-09-29 11:29:36
435,Stuttgart,/en/scores/archive/stuttgart/321/2012/draws?matchtype=singles,2012,2012-07-09 00:00:00,2020-09-29 11:29:38
436,Umag,/en/scores/archive/umag/439/2012/draws?matchtype=singles,2012,2012-07-09 00:00:00,2020-09-29 11:29:40
437,Hamburg,/en/scores/archive/hamburg/414/2012/draws?matchtype=singles,2012,2012-07-16 00:00:00,2020-09-29 11:29:42
438,Atlanta,/en/scores/archive/atlanta/6116/2012/draws?matchtype=singles,2012,2012-07-16 00:00:00,2020-09-29 11:29:44
440,Kitzbuhel,/en/scores/archive/kitzbuhel/319/2012/draws?matchtype=singles,2012,2012-07-22 00:00:00,2020-09-29 11:29:48
441,Los Angeles,/en/scores/archive/los-angeles/423/2012/draws?matchtype=singles,2012,2012-07-23 00:00:00,2020-09-29 11:29:50
442,London Olympics,/en/scores/archive/london/96/2012/draws?matchtype=singles,2012,2012-07-25 00:00:00,2020-09-29 11:29:53
443,Washington,/en/scores/archive/washington/418/2012/draws?matchtype=singles,2012,2012-07-30 00:00:00,2020-09-29 11:29:55
444,ATP Masters 1000 Canada,/en/scores/archive/toronto/421/2012/draws?matchtype=singles,2012,2012-08-06 00:00:00,2020-09-29 11:29:58
445,ATP Masters 1000 Cincinnati,/en/scores/archive/cincinnati/422/2012/draws?matchtype=singles,2012,2012-08-12 00:00:00,2020-09-29 11:30:01
