"id","tournament_id","player1_id","player2_id","round_num","winner_id"
320,9,72,77,1,72
321,9,188,50,1,50
322,9,31,60,1,31
323,9,70,171,1,70
324,9,80,86,1,80
325,9,34,102,1,102
326,9,75,84,1,75
327,9,28,189,1,28
328,9,154,190,1,154
329,9,34,17,1,17
330,9,95,187,2,187
331,9,87,67,2,67
332,9,69,36,2,36
333,9,72,50,2,50
334,9,31,70,2,31
335,9,80,102,2,102
336,9,75,28,2,28
337,9,154,17,2,154
338,9,187,67,3,67
339,9,36,50,3,36
340,9,31,102,3,31
341,9,28,154,3,28
342,9,67,36,4,36
343,9,31,28,4,31
344,9,36,31,5,36
345,10,9,34,1,9
346,10,66,15,1,15
347,10,4,10,1,4
348,10,191,25,1,25
349,10,16,34,1,16
350,10,192,91,1,91
351,10,193,20,1,193
352,10,3,6,1,3
353,10,8,194,1,194
354,10,174,93,1,93
355,10,11,195,1,11
356,10,34,41,1,41
357,10,164,161,1,164
358,10,63,155,1,155
359,10,51,162,1,51
360,10,34,90,1,90
361,10,9,15,2,15
362,10,4,25,2,25
363,10,16,91,2,16
364,10,193,3,2,3
365,10,194,93,2,93
366,10,11,41,2,41
367,10,164,155,2,164
368,10,51,90,2,90
369,10,15,25,3,15
370,10,16,3,3,3
371,10,93,41,3,41
372,10,164,90,3,164
373,10,15,3,4,3
374,10,41,164,4,41
375,10,3,41,5,41
376,11,61,31,1,61
377,11,4,87,1,87
378,11,93,3,1,3
379,11,89,8,1,8
380,11,47,27,1,47
381,11,75,10,1,10
382,11,69,28,1,28
383,11,196,102,1,102
384,11,17,164,1,164
385,11,6,30,1,6
386,11,155,11,1,155
387,11,2,90,1,2
388,11,41,50,1,41
389,11,91,25,1,25
390,11,36,171,1,36
391,11,197,9,1,197
392,11,61,87,2,61
393,11,3,8,2,3
394,11,47,10,2,10
395,11,28,102,2,102
396,11,164,6,2,164
397,11,155,2,2,2
398,11,41,25,2,41
399,11,36,197,2,36
400,11,61,3,3,61
401,11,10,102,3,10
402,11,164,2,3,164
403,11,41,36,3,41
404,11,61,10,4,10
405,11,164,41,4,164
406,11,10,164,5,164
407,12,99,34,1,99
408,12,198,159,1,159
409,12,188,163,1,163
410,12,199,38,1,38
411,12,57,34,1,57
412,12,14,39,1,14
413,12,66,107,1,66
414,12,98,20,1,98
415,12,58,26,1,26
416,12,200,49,1,49
417,12,201,202,1,201
418,12,34,106,1,106
419,12,97,146,1,97
420,12,86,67,1,67
421,12,81,203,1,203
422,12,34,96,1,96
423,12,99,159,2,99
424,12,163,38,2,38
425,12,57,14,2,14
426,12,66,98,2,98
427,12,26,49,2,26
428,12,201,106,2,201
429,12,97,67,2,97
430,12,203,96,2,203
431,12,99,38,3,99
432,12,14,98,3,98
433,12,26,201,3,201
434,12,97,203,3,97
435,12,99,98,4,98
436,12,201,97,4,201
437,12,98,201,5,98
438,13,32,34,1,32
439,13,177,29,1,29
440,13,204,108,1,108
441,13,182,101,1,101
442,13,94,34,1,94
443,13,92,46,1,46
444,13,7,205,1,7
445,13,104,82,1,104
446,13,12,183,1,183
447,13,76,33,1,76
448,13,145,85,1,145
449,13,34,24,1,24
450,13,19,44,1,44
451,13,206,21,1,21
452,13,68,160,1,68
453,13,34,110,1,110
454,13,32,29,2,32
455,13,108,101,2,108
456,13,94,46,2,94
457,13,7,104,2,7
458,13,183,76,2,76
459,13,145,24,2,24
460,13,44,21,2,21
461,13,68,110,2,68
462,13,32,108,3,32
463,13,94,7,3,94
464,13,76,24,3,24
465,13,21,68,3,21
466,13,32,94,4,94
467,13,24,21,4,24
468,13,94,24,5,24
469,14,32,63,1,63
470,14,180,33,1,33
471,14,207,178,1,207
472,14,21,101,1,101
473,14,24,46,1,46
474,14,88,74,1,74
475,14,92,181,1,181
476,14,76,12,1,76
477,14,82,160,1,160
478,14,183,7,1,7
479,14,208,182,1,182
480,14,108,94,1,108
481,14,19,100,1,100
482,14,68,44,1,68
483,14,145,29,1,145
484,14,85,110,1,85
485,14,63,33,2,63
486,14,207,101,2,207
487,14,46,74,2,46
488,14,181,76,2,181
489,14,160,7,2,7
490,14,182,108,2,108
491,14,100,68,2,68
492,14,145,85,2,85
493,14,63,207,3,63
494,14,46,181,3,46
495,14,7,108,3,108
496,14,68,85,3,85
497,14,63,46,4,63
498,14,108,85,4,85
499,14,63,85,5,63
500,15,90,34,1,90
501,15,71,154,1,71
502,15,209,23,1,23
503,15,73,210,1,210
504,15,17,34,1,17
505,15,65,75,1,75
506,15,30,2,1,30
507,15,72,69,1,69
508,15,50,15,1,15
509,15,36,5,1,5
510,15,60,155,1,155
511,15,34,102,1,102
512,15,25,211,1,25
513,15,189,77,1,189
514,15,87,53,1,53
515,15,34,153,1,153
516,15,90,71,2,90
517,15,23,210,2,23
518,15,17,75,2,17
519,15,30,69,2,69
520,15,15,5,2,5
521,15,155,102,2,155
522,15,25,189,2,189
523,15,53,153,2,53
524,15,90,23,3,90
525,15,17,69,3,17
526,15,5,155,3,155
527,15,189,53,3,53
528,15,90,17,4,90
529,15,155,53,4,155
530,15,90,155,5,90
531,16,212,56,1,212
532,16,58,98,1,98
533,16,14,213,1,14
534,16,107,59,1,107
535,16,106,203,1,106
536,16,214,26,1,26
537,16,67,86,1,67
538,16,48,57,1,48
539,16,6,159,1,6
540,16,38,80,1,38
541,16,146,215,1,146
542,16,166,96,1,166
543,16,20,201,1,20
544,16,66,168,1,66
545,16,198,216,1,198
546,16,200,99,1,99
547,16,212,98,2,212
548,16,14,107,2,107
549,16,106,26,2,106
550,16,67,48,2,67
551,16,6,38,2,6
552,16,146,166,2,166
553,16,20,66,2,20
554,16,198,99,2,99
555,16,212,107,3,107
556,16,106,67,3,67
557,16,6,166,3,166
558,16,20,99,3,99
559,16,107,67,4,67
560,16,166,99,4,166
561,16,67,166,5,67
562,17,61,75,1,61
563,17,71,217,1,71
564,17,211,11,1,211
565,17,91,90,1,90
566,17,158,164,1,164
567,17,218,187,1,187
568,17,15,60,1,60
569,17,18,41,1,18
570,17,153,73,1,153
571,17,28,70,1,28
572,17,16,81,1,16
573,17,8,9,1,8
574,17,47,51,1,51
575,17,2,3,1,3
576,17,171,25,1,25
577,17,27,167,1,167
578,17,61,71,2,71
579,17,211,90,2,90
580,17,164,187,2,164
581,17,60,18,2,18
582,17,153,28,2,153
583,17,16,8,2,8
584,17,51,3,2,3
585,17,25,167,2,167
586,17,71,90,3,90
587,17,164,18,3,164
588,17,153,8,3,153
589,17,3,167,3,167
590,17,90,164,4,90
591,17,153,167,4,167
592,17,90,167,5,167
593,18,176,157,1,176
594,18,48,6,1,48
595,18,49,10,1,10
596,18,219,106,1,106
597,18,99,20,1,99
598,18,97,14,1,97
599,18,220,30,1,30
600,18,80,57,1,57
601,18,96,38,1,96
602,18,107,221,1,107
603,18,100,56,1,100
604,18,4,94,1,94
605,18,40,12,1,40
606,18,19,168,1,168
607,18,58,104,1,104
608,18,39,150,1,150
609,18,176,48,2,48
610,18,10,106,2,10
611,18,99,97,2,99
612,18,30,57,2,57
613,18,96,107,2,107
614,18,100,94,2,100
615,18,40,168,2,40
616,18,104,150,2,150
617,18,48,10,3,48
618,18,99,57,3,99
619,18,107,100,3,100
620,18,40,150,3,150
621,18,48,99,4,48
622,18,100,150,4,150
623,18,48,150,5,48
624,19,101,34,1,101
625,19,207,74,1,207
626,19,222,181,1,181
627,19,26,182,1,182
628,19,44,34,1,44
629,19,183,160,1,183
630,19,88,145,1,145
631,19,223,68,1,68
632,19,33,224,1,224
633,19,180,208,1,180
634,19,76,29,1,76
635,19,34,21,1,21
636,19,108,85,1,85
637,19,177,7,1,7
638,19,179,63,1,63
639,19,34,82,1,82
640,19,101,207,2,207
641,19,181,182,2,181
642,19,44,183,2,44
643,19,145,68,2,145
644,19,224,180,2,224
645,19,76,21,2,21
646,19,85,7,2,85
647,19,63,82,2,63
648,19,207,181,3,207
649,19,44,145,3,145
650,19,224,21,3,21
651,19,85,63,3,63
652,19,207,145,4,145
653,19,21,63,4,21
654,19,145,21,5,21
655,20,1,34,1,1
656,20,152,208,1,152
657,20,31,27,1,27
658,20,34,48,1,48
659,20,164,34,1,164
660,20,98,44,1,44
661,20,2,7,1,7
662,20,34,24,1,24
663,20,153,34,1,153
664,20,86,91,1,86
665,20,79,75,1,79
666,20,34,8,1,8
667,20,69,34,1,69
668,20,109,82,1,82
669,20,160,38,1,38
670,20,34,32,1,32
671,20,150,34,1,150
672,20,93,157,1,93
673,20,57,51,1,51
674,20,34,18,1,18
675,20,40,34,1,40
676,20,225,50,1,225
677,20,15,97,1,97
678,20,34,47,1,47
679,20,90,34,1,90
680,20,85,100,1,85
681,20,60,56,1,56
682,20,34,16,1,16
683,20,63,34,1,63
684,20,70,92,1,92
685,20,29,53,1,29
686,20,34,45,1,45
687,20,61,34,1,61
688,20,58,20,1,20
689,20,226,71,1,71
690,20,34,95,1,95
691,20,102,34,1,102
692,20,59,106,1,106
693,20,33,19,1,19
694,20,34,158,1,158
695,20,110,34,1,110
696,20,4,67,1,67
697,20,12,96,1,12
698,20,34,54,1,54
699,20,3,34,1,3
700,20,166,10,1,10
701,20,30,6,1,30
702,20,34,167,1,167
703,20,99,34,1,99
704,20,68,39,1,39
705,20,87,37,1,37
706,20,34,21,1,21
707,20,5,34,1,5
708,20,11,66,1,11
709,20,28,168,1,168
710,20,34,9,1,9
711,20,41,34,1,41
712,20,107,101,1,107
713,20,155,154,1,154
714,20,34,17,1,17
715,20,94,34,1,94
716,20,76,49,1,76
717,20,165,213,1,213
718,20,34,176,1,176
719,20,1,152,2,1
720,20,27,48,2,27
721,20,164,44,2,164
722,20,7,24,2,7
723,20,153,86,2,86
724,20,79,8,2,79
725,20,69,82,2,69
726,20,38,32,2,32
727,20,150,93,2,150
728,20,51,18,2,51
729,20,40,225,2,225
730,20,97,47,2,47
731,20,90,85,2,85
732,20,56,16,2,56
733,20,63,92,2,63
734,20,29,45,2,45
735,20,61,20,2,61
736,20,71,95,2,71
737,20,102,106,2,102
738,20,19,158,2,158
739,20,110,67,2,67
740,20,12,54,2,54
741,20,3,10,2,10
742,20,30,167,2,167
743,20,99,39,2,99
744,20,37,21,2,21
745,20,5,11,2,5
746,20,168,9,2,9
747,20,41,107,2,41
748,20,154,17,2,154
749,20,94,76,2,94
750,20,213,176,2,176
751,20,1,27,3,27
752,20,164,7,3,164
753,20,86,79,3,86
754,20,69,32,3,32
755,20,150,51,3,51
756,20,225,47,3,47
757,20,85,56,3,56
758,20,63,45,3,45
759,20,61,71,3,71
760,20,102,158,3,102
761,20,67,54,3,54
762,20,10,167,3,167
763,20,99,21,3,99
764,20,5,9,3,9
765,20,41,154,3,154
766,20,94,176,3,176
767,20,27,164,4,164
768,20,86,32,4,32
769,20,51,47,4,47
770,20,56,45,4,45
771,20,71,102,4,71
772,20,54,167,4,167
773,20,99,9,4,9
774,20,154,176,4,176
775,20,164,32,5,32
776,20,47,45,5,47
777,20,71,167,5,167
778,20,9,176,5,176
779,20,32,47,6,32
780,20,167,176,6,167
781,20,32,167,7,32
782,21,1,34,1,1
783,21,159,74,1,159
784,21,30,160,1,160
785,21,34,57,1,57
786,21,16,34,1,16
787,21,169,109,1,169
788,21,155,92,1,92
789,21,34,110,1,110
790,21,47,34,1,47
791,21,29,59,1,29
792,21,171,70,1,70
793,21,34,54,1,54
794,21,95,34,1,95
795,21,4,7,1,7
796,21,93,183,1,183
797,21,34,99,1,99
798,21,32,34,1,32
799,21,15,71,1,71
800,21,85,207,1,85
801,21,34,3,1,3
802,21,8,34,1,8
803,21,227,157,1,157
804,21,11,198,1,11
805,21,34,146,1,146
806,21,153,34,1,153
807,21,76,60,1,76
808,21,50,12,1,50
809,21,34,69,1,69
810,21,48,34,1,48
811,21,58,228,1,228
812,21,19,108,1,19
813,21,34,61,1,61
814,21,62,34,1,62
815,21,68,79,1,68
816,21,101,229,1,101
817,21,34,106,1,106
818,21,55,34,1,55
819,21,168,75,1,168
820,21,100,38,1,38
821,21,34,9,1,9
822,21,41,34,1,41
823,21,20,46,1,20
824,21,98,51,1,98
825,21,34,94,1,94
826,21,10,34,1,10
827,21,31,154,1,154
828,21,67,91,1,67
829,21,34,167,1,167
830,21,90,34,1,90
831,21,107,53,1,107
832,21,44,230,1,44
833,21,34,21,1,21
834,21,102,34,1,102
835,21,166,82,1,166
836,21,5,33,1,5
837,21,34,158,1,158
838,21,24,34,1,24
839,21,163,2,1,2
840,21,83,86,1,83
841,21,34,17,1,17
842,21,96,34,1,96
843,21,87,45,1,45
844,21,97,104,1,104
845,21,34,150,1,150
846,21,1,159,2,1
847,21,160,57,2,160
848,21,16,169,2,16
849,21,92,110,2,110
850,21,47,29,2,47
851,21,70,54,2,54
852,21,95,7,2,7
853,21,183,99,2,99
854,21,32,71,2,71
855,21,85,3,2,85
856,21,8,157,2,8
857,21,11,146,2,11
858,21,153,76,2,153
859,21,50,69,2,50
860,21,48,228,2,48
861,21,19,61,2,19
862,21,62,68,2,62
863,21,101,106,2,101
864,21,55,168,2,55
865,21,38,9,2,38
866,21,41,20,2,41
867,21,98,94,2,98
868,21,10,154,2,154
869,21,67,167,2,167
870,21,90,107,2,90
871,21,44,21,2,44
872,21,102,166,2,102
873,21,5,158,2,5
874,21,24,2,2,24
875,21,83,17,2,17
876,21,96,45,2,96
877,21,104,150,2,104
878,21,1,160,3,1
879,21,16,110,3,16
880,21,47,54,3,54
881,21,7,99,3,99
882,21,71,85,3,85
883,21,8,11,3,8
884,21,153,50,3,153
885,21,48,19,3,48
886,21,62,101,3,62
887,21,55,38,3,38
888,21,41,98,3,41
889,21,154,167,3,167
890,21,90,44,3,90
891,21,102,5,3,102
892,21,24,17,3,17
893,21,96,104,3,96
894,21,1,16,4,16
895,21,54,99,4,99
896,21,85,8,4,85
897,21,153,48,4,153
898,21,62,38,4,62
899,21,41,167,4,167
900,21,90,102,4,102
901,21,17,96,4,96
902,21,16,99,5,99
903,21,85,153,5,85
904,21,62,167,5,167
905,21,102,96,5,102
906,21,99,85,6,99
907,21,167,102,6,167
908,21,99,167,7,167
909,22,106,34,1,106
910,22,231,26,1,231
911,22,232,109,1,232
912,22,233,38,1,38
913,22,98,34,1,98
914,22,207,181,1,207
915,22,159,60,1,159
916,22,80,59,1,80
917,22,97,152,1,97
918,22,14,199,1,14
919,22,169,58,1,169
920,22,34,100,1,100
921,22,107,175,1,175
922,22,49,86,1,49
923,22,145,108,1,145
924,22,34,50,1,50
925,22,106,231,2,231
926,22,232,38,2,38
927,22,98,207,2,207
928,22,159,80,2,80
929,22,97,14,2,97
930,22,169,100,2,169
931,22,175,49,2,175
932,22,145,50,2,145
933,22,231,38,3,231
934,22,207,80,3,207
935,22,97,169,3,97
936,22,175,145,3,145
937,22,231,207,4,207
938,22,97,145,4,145
939,22,207,145,5,145
940,23,150,66,1,150
941,23,177,68,1,68
942,23,46,75,1,75
943,23,171,31,1,31
944,23,54,53,1,54
945,23,36,234,1,36
946,23,82,11,1,11
947,23,183,63,1,183
948,23,25,188,1,188
949,23,33,157,1,33
950,23,7,92,1,92
951,23,235,69,1,69
952,23,27,236,1,27
953,23,160,83,1,83
954,23,182,178,1,182
955,23,73,110,1,73
956,23,150,68,2,68
957,23,75,31,2,75
958,23,54,36,2,36
959,23,11,183,2,183
960,23,188,33,2,33
961,23,92,69,2,69
962,23,27,83,2,83
963,23,182,73,2,73
964,23,68,75,3,75
965,23,36,183,3,36
966,23,33,69,3,69
967,23,83,73,3,83
968,23,75,36,4,75
969,23,69,83,4,83
970,23,75,83,5,75
971,24,1,34,1,1
972,24,33,27,1,27
973,24,36,59,1,59
974,24,94,54,1,94
975,24,41,101,1,41
976,24,46,67,1,67
977,24,50,155,1,155
978,24,34,90,1,90
979,24,32,34,1,32
980,24,160,93,1,93
981,24,82,19,1,19
982,24,92,17,1,17
983,24,8,3,1,3
984,24,20,100,1,100
985,24,6,183,1,183
986,24,34,9,1,9
987,24,61,34,1,61
988,24,25,31,1,31
989,24,237,68,1,68
990,24,71,153,1,153
991,24,110,5,1,110
992,24,69,39,1,69
993,24,85,182,1,85
994,24,34,150,1,150
995,24,158,34,1,158
996,24,63,21,1,21
997,24,95,10,1,10
998,24,2,24,1,24
999,24,102,51,1,51
1000,24,15,55,1,55
1001,24,16,57,1,16
1002,24,34,176,1,176
1003,24,1,27,2,1
1004,24,59,94,2,59
1005,24,41,67,2,41
1006,24,155,90,2,90
1007,24,32,93,2,32
1008,24,19,17,2,19
1009,24,3,100,2,100
1010,24,183,9,2,183
1011,24,61,31,2,31
1012,24,68,153,2,153
1013,24,110,69,2,110
1014,24,85,150,2,150
1015,24,158,21,2,21
1016,24,10,24,2,24
1017,24,51,55,2,55
1018,24,16,176,2,176
1019,24,1,59,3,1
1020,24,41,90,3,41
1021,24,32,19,3,19
1022,24,100,183,3,183
1023,24,31,153,3,153
1024,24,110,150,3,110
1025,24,21,24,3,21
1026,24,55,176,3,176
1027,24,1,41,4,41
1028,24,19,183,4,19
1029,24,153,110,4,110
1030,24,21,176,4,176
1031,24,41,19,5,19
1032,24,110,176,5,110
1033,24,19,110,6,110
1034,25,176,34,1,176
1035,25,4,44,1,44
1036,25,104,157,1,104
1037,25,34,95,1,95
1038,25,17,34,1,17
1039,25,181,51,1,51
1040,25,3,60,1,3
1041,25,34,90,1,90
1042,25,32,34,1,32
1043,25,56,94,1,94
1044,25,88,68,1,68
1045,25,34,96,1,96
1046,25,103,34,1,103
1047,25,182,75,1,75
1048,25,21,101,1,21
1049,25,34,9,1,9
1050,25,76,34,1,76
1051,25,227,160,1,227
1052,25,93,145,1,145
1053,25,34,102,1,102
1054,25,85,34,1,85
1055,25,82,92,1,82
1056,25,59,98,1,59
1057,25,34,61,1,61
1058,25,41,34,1,41
1059,25,7,100,1,7
1060,25,107,33,1,107
1061,25,34,69,1,69
1062,25,55,34,1,55
1063,25,168,25,1,25
1064,25,12,80,1,12
1065,25,34,150,1,150
1066,25,176,44,2,176
1067,25,104,95,2,104
1068,25,17,51,2,51
1069,25,3,90,2,90
1070,25,32,94,2,32
1071,25,68,96,2,68
1072,25,103,75,2,75
1073,25,21,9,2,21
1074,25,76,227,2,76
1075,25,145,102,2,145
1076,25,85,82,2,85
1077,25,59,61,2,61
1078,25,41,7,2,41
1079,25,107,69,2,107
1080,25,55,25,2,55
1081,25,12,150,2,12
1082,25,176,104,3,176
1083,25,51,90,3,51
1084,25,32,68,3,32
1085,25,75,21,3,21
1086,25,76,145,3,76
1087,25,85,61,3,61
1088,25,41,107,3,41
1089,25,55,12,3,12
1090,25,176,51,4,176
1091,25,32,21,4,32
1092,25,76,61,4,61
1093,25,41,12,4,41
1094,25,176,32,5,32
1095,25,61,41,5,41
1096,25,32,41,6,32
1097,26,158,34,1,158
1098,26,193,108,1,108
1099,26,159,46,1,46
1100,26,15,155,1,15
1101,26,8,34,1,8
1102,26,30,146,1,30
1103,26,238,239,1,238
1104,26,87,63,1,63
1105,26,57,45,1,57
1106,26,240,71,1,240
1107,26,31,211,1,31
1108,26,34,189,1,189
1109,26,67,23,1,67
1110,26,6,154,1,154
1111,26,11,171,1,11
1112,26,34,153,1,153
1113,26,158,108,2,108
1114,26,46,15,2,15
1115,26,8,30,2,8
1116,26,238,63,2,63
1117,26,57,240,2,240
1118,26,31,189,2,31
1119,26,67,154,2,154
1120,26,11,153,2,153
1121,26,108,15,3,15
1122,26,8,63,3,63
1123,26,240,31,3,31
1124,26,154,153,3,154
1125,26,15,63,4,15
1126,26,31,154,4,154
1127,26,15,154,5,15
1128,27,90,34,1,90
1129,27,92,181,1,92
1130,27,159,57,1,57
1131,27,241,40,1,241
1132,27,17,34,1,17
1133,27,101,39,1,101
1134,27,82,12,1,82
1135,27,44,19,1,44
1136,27,103,50,1,50
1137,27,59,236,1,236
1138,27,98,88,1,98
1139,27,34,164,1,164
1140,27,96,155,1,96
1141,27,56,107,1,56
1142,27,242,108,1,108
